Name,Name2,X1 (Relative Compactness) ,X2 (Compactness),X3 (Surface Area) (m2),X4 (Wall Area) (m2),X5 (Roof and floor Area) (m2),X6 (Overall Height) (m),X7 (Glazing Percentage) ,X8 (Temperature) (in F),X9 (Orientation) ( in degrees),X10 (Roof U value) (BTU/hft2F),X11 (EX.Walls U value)(BTU/hft2F),X12 (EX.windows U value) (BTU/hft2F),X13 (SHGC of Windows) ,Interior Walls (BTU/hft2F),Ceilings (BTU/hft2F),Floors (BTU/hft2F),Slabs (BTU/hft2F),Doors -Metal (BTU/hft2F),Interior Windows (BTU/hft2F),Skylights (BTU/hft2F),Outdoor Air per Person (CFM),Y (Energy) (kwh/m2/year
HF,45D10,0.606,1.012,996,420,288,3.5,10,45,45,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,225
HF,45K10,0.606,1.012,996,420,288,3.5,10,55,45,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,256
HF,45M10,0.606,1.012,996,420,288,3.5,10,63,45,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,229
HF,45B30,0.606,1.012,996,420,288,3.5,30,72,45,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,240
HF,45C30,0.606,1.012,996,420,288,3.5,30,69,45,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,247
HF,45D30,0.606,1.012,996,420,288,3.5,30,45,45,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,230
HF,45K30,0.606,1.012,996,420,288,3.5,30,55,45,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,254
HF,45M30,0.606,1.012,996,420,288,3.5,30,63,45,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,233
HF,45B50,0.606,1.012,996,420,288,3.5,50,72,45,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,244
HF,45C50,0.606,1.012,996,420,288,3.5,50,69,45,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,251
HF,45D50,0.606,1.012,996,420,288,3.5,50,45,45,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,231
HF,45K50,0.606,1.012,996,420,288,3.5,50,55,45,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,255
HF,45M50,0.606,1.012,996,420,288,3.5,50,63,45,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,237
HF,135B0,0.606,1.012,996,420,288,3.5,0,72,135,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,236
HF,135C0,0.606,1.012,996,420,288,3.5,0,69,135,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,239
HF,135D0,0.606,1.012,996,420,288,3.5,0,45,135,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,226
HF,135K0,0.606,1.012,996,420,288,3.5,0,55,135,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,258
HF,135M0,0.606,1.012,996,420,288,3.5,0,63,135,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,228
HF,135B10,0.606,1.012,996,420,288,3.5,10,72,135,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,238
HF,135C10,0.606,1.012,996,420,288,3.5,10,69,135,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,242
HF,135D10,0.606,1.012,996,420,288,3.5,10,45,135,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,226
HF,135K10,0.606,1.012,996,420,288,3.5,10,55,135,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,257
HF,135M10,0.606,1.012,996,420,288,3.5,10,63,135,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,229
HF,135B30,0.606,1.012,996,420,288,3.5,30,72,135,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,241
HF,135C30,0.606,1.012,996,420,288,3.5,30,69,135,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,248
HF,135D30,0.606,1.012,996,420,288,3.5,30,45,135,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,232
HF,135K30,0.606,1.012,996,420,288,3.5,30,55,135,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,255
HF,135M30,0.606,1.012,996,420,288,3.5,30,63,135,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,234
HF,135B50,0.606,1.012,996,420,288,3.5,50,72,135,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,245
HF,135C50,0.606,1.012,996,420,288,3.5,50,69,135,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,253
HF,135D50,0.606,1.012,996,420,288,3.5,50,45,135,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,232
HF,135K50,0.606,1.012,996,420,288,3.5,50,55,135,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,256
HF,135M50,0.606,1.012,996,420,288,3.5,50,63,135,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,238
HF,225B0,0.606,1.012,996,420,288,3.5,0,72,225,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,236
HF,225C0,0.606,1.012,996,420,288,3.5,0,69,225,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,238
HF,225D0,0.606,1.012,996,420,288,3.5,0,45,225,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,224
HF,225K0,0.606,1.012,996,420,288,3.5,0,55,225,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,257
HF,225M0,0.606,1.012,996,420,288,3.5,0,63,225,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,228
HF,225B10,0.606,1.012,996,420,288,3.5,10,72,225,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,237
HF,225C10,0.606,1.012,996,420,288,3.5,10,69,225,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,241
HF,225D10,0.606,1.012,996,420,288,3.5,10,45,225,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,225
HF,225K10,0.606,1.012,996,420,288,3.5,10,55,225,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,256
HF,225M10,0.606,1.012,996,420,288,3.5,10,63,225,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,228
HF,225B30,0.606,1.012,996,420,288,3.5,30,72,225,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,240
HF,225C30,0.606,1.012,996,420,288,3.5,30,69,225,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,247
HF,225D30,0.606,1.012,996,420,288,3.5,30,45,225,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,229
HF,225K30,0.606,1.012,996,420,288,3.5,30,55,225,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,254
HF,225M30,0.606,1.012,996,420,288,3.5,30,63,225,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,233
HF,225B50,0.606,1.012,996,420,288,3.5,50,72,225,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,244
HF,225C50,0.606,1.012,996,420,288,3.5,50,69,225,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,251
HF,225D50,0.606,1.012,996,420,288,3.5,50,45,225,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,231
HF,225K50,0.606,1.012,996,420,288,3.5,50,55,225,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,255
HF,225M50,0.606,1.012,996,420,288,3.5,50,63,225,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,237
HF,315B0,0.606,1.012,996,420,288,3.5,0,72,315,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,236
HF,315C0,0.606,1.012,996,420,288,3.5,0,69,315,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,245
HF,315D0,0.606,1.012,996,420,288,3.5,0,45,315,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,226
HF,315K0,0.606,1.012,996,420,288,3.5,0,55,315,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,258
HF,315M0,0.606,1.012,996,420,288,3.5,0,63,315,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,228
HF,315B10,0.606,1.012,996,420,288,3.5,10,72,315,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,237
HF,315C10,0.606,1.012,996,420,288,3.5,10,69,315,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,242
HF,315D10,0.606,1.012,996,420,288,3.5,10,45,315,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,226
HF,315K10,0.606,1.012,996,420,288,3.5,10,55,315,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,257
HF,315M10,0.606,1.012,996,420,288,3.5,10,63,315,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,229
HF,315B30,0.606,1.012,996,420,288,3.5,30,72,315,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,241
HF,315C30,0.606,1.012,996,420,288,3.5,30,69,315,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,248
HF,315D30,0.606,1.012,996,420,288,3.5,30,45,315,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,231
HF,315K30,0.606,1.012,996,420,288,3.5,30,55,315,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,255
HF,315M30,0.606,1.012,996,420,288,3.5,30,63,315,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,234
HF,315B50,0.606,1.012,996,420,288,3.5,50,72,315,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,245
HF,315C50,0.606,1.012,996,420,288,3.5,50,69,315,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,253
HF,315D50,0.606,1.012,996,420,288,3.5,50,45,315,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,232
HF,315K50,0.606,1.012,996,420,288,3.5,50,55,315,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,256
HF,315M50,0.606,1.012,996,420,288,3.5,50,63,315,0.2245,0.4379,0.5141,0.13,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,238
HG,0B0,0.606,1.012,996,420,288,3.5,0,72,0,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,238
HG,0C0,0.606,1.012,996,420,288,3.5,0,69,0,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,237
HG,0D0,0.606,1.012,996,420,288,3.5,0,45,0,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,224
HG,0K0,0.606,1.012,996,420,288,3.5,0,55,0,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,258
HG,0M0,0.606,1.012,996,420,288,3.5,0,63,0,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,227
HG,0B10,0.606,1.012,996,420,288,3.5,10,72,0,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,248
HG,0C10,0.606,1.012,996,420,288,3.5,10,69,0,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,252
HG,0D10,0.606,1.012,996,420,288,3.5,10,45,0,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,236
HG,0K10,0.606,1.012,996,420,288,3.5,10,55,0,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,266
HG,0M10,0.606,1.012,996,420,288,3.5,10,63,0,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,238
HG,0B30,0.606,1.012,996,420,288,3.5,30,72,0,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,267
HG,0C30,0.606,1.012,996,420,288,3.5,30,69,0,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,272
HG,0D30,0.606,1.012,996,420,288,3.5,30,45,0,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,255
HG,0K30,0.606,1.012,996,420,288,3.5,30,55,0,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,278
HG,0M30,0.606,1.012,996,420,288,3.5,30,63,0,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,256
HG,0B50,0.606,1.012,996,420,288,3.5,50,72,0,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,269
HG,0C50,0.606,1.012,996,420,288,3.5,50,69,0,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,276
HG,0D50,0.606,1.012,996,420,288,3.5,50,45,0,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,260
HG,0K50,0.606,1.012,996,420,288,3.5,50,55,0,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,276
HG,0M50,0.606,1.012,996,420,288,3.5,50,63,0,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,260
HG,45B0,0.606,1.012,996,420,288,3.5,0,72,45,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,236
HG,45C0,0.606,1.012,996,420,288,3.5,0,69,45,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,238
HG,45D0,0.606,1.012,996,420,288,3.5,0,45,45,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,224
HG,45K0,0.606,1.012,996,420,288,3.5,0,55,45,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,257
HG,45M0,0.606,1.012,996,420,288,3.5,0,63,45,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,228
HG,45B10,0.606,1.012,996,420,288,3.5,10,72,45,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,250
HG,45C10,0.606,1.012,996,420,288,3.5,10,69,45,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,254
HG,45D10,0.606,1.012,996,420,288,3.5,10,45,45,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,237
HG,45K10,0.606,1.012,996,420,288,3.5,10,55,45,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,266
HG,45M10,0.606,1.012,996,420,288,3.5,10,63,45,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,241
HG,45B30,0.606,1.012,996,420,288,3.5,30,72,45,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,267
HG,45C30,0.606,1.012,996,420,288,3.5,30,69,45,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,272
HG,45D30,0.606,1.012,996,420,288,3.5,30,45,45,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,254
HG,45K30,0.606,1.012,996,420,288,3.5,30,55,45,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,278
HG,45M30,0.606,1.012,996,420,288,3.5,30,63,45,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,259
HG,45B50,0.606,1.012,996,420,288,3.5,50,72,45,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,271
HG,45C50,0.606,1.012,996,420,288,3.5,50,69,45,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,277
HG,45D50,0.606,1.012,996,420,288,3.5,50,45,45,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,263
HG,45K50,0.606,1.012,996,420,288,3.5,50,55,45,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,281
HG,45M50,0.606,1.012,996,420,288,3.5,50,63,45,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,262
HG,135B0,0.606,1.012,996,420,288,3.5,0,72,135,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,236
HG,135C0,0.606,1.012,996,420,288,3.5,0,69,135,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,239
HG,135D0,0.606,1.012,996,420,288,3.5,0,45,135,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,226
HG,135K0,0.606,1.012,996,420,288,3.5,0,55,135,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,258
HG,135M0,0.606,1.012,996,420,288,3.5,0,63,135,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,228
HG,135B10,0.606,1.012,996,420,288,3.5,10,72,135,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,250
HG,135C10,0.606,1.012,996,420,288,3.5,10,69,135,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,255
HG,135D10,0.606,1.012,996,420,288,3.5,10,45,135,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,238
HG,135K10,0.606,1.012,996,420,288,3.5,10,55,135,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,267
HG,135M10,0.606,1.012,996,420,288,3.5,10,63,135,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,242
HG,135B30,0.606,1.012,996,420,288,3.5,30,72,135,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,267
HG,135C30,0.606,1.012,996,420,288,3.5,30,69,135,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,272
HG,135D30,0.606,1.012,996,420,288,3.5,30,45,135,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,255
HG,135K30,0.606,1.012,996,420,288,3.5,30,55,135,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,278
HG,135M30,0.606,1.012,996,420,288,3.5,30,63,135,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,259
HG,135B50,0.606,1.012,996,420,288,3.5,50,72,135,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,272
HG,135C50,0.606,1.012,996,420,288,3.5,50,69,135,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,278
HG,135D50,0.606,1.012,996,420,288,3.5,50,45,135,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,264
HG,135K50,0.606,1.012,996,420,288,3.5,50,55,135,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,281
HG,135M50,0.606,1.012,996,420,288,3.5,50,63,135,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,263
HG,225B0,0.606,1.012,996,420,288,3.5,0,72,225,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,236
HG,225C0,0.606,1.012,996,420,288,3.5,0,69,225,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,238
HG,225D0,0.606,1.012,996,420,288,3.5,0,45,225,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,224
HG,225K0,0.606,1.012,996,420,288,3.5,0,55,225,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,257
HG,225M0,0.606,1.012,996,420,288,3.5,0,63,225,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,228
HG,225B10,0.606,1.012,996,420,288,3.5,10,72,225,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,250
HG,225C10,0.606,1.012,996,420,288,3.5,10,69,225,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,254
HG,225D10,0.606,1.012,996,420,288,3.5,10,45,225,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,237
HG,225K10,0.606,1.012,996,420,288,3.5,10,55,225,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,266
HG,225M10,0.606,1.012,996,420,288,3.5,10,63,225,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,241
HG,225B30,0.606,1.012,996,420,288,3.5,30,72,225,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,267
HG,225C30,0.606,1.012,996,420,288,3.5,30,69,225,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,272
HG,225D30,0.606,1.012,996,420,288,3.5,30,45,225,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,254
HG,225K30,0.606,1.012,996,420,288,3.5,30,55,225,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,278
HG,225M30,0.606,1.012,996,420,288,3.5,30,63,225,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,259
HG,225B50,0.606,1.012,996,420,288,3.5,50,72,225,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,271
HG,225C50,0.606,1.012,996,420,288,3.5,50,69,225,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,277
HG,225D50,0.606,1.012,996,420,288,3.5,50,45,225,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,263
HG,225K50,0.606,1.012,996,420,288,3.5,50,55,225,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,281
HG,225M50,0.606,1.012,996,420,288,3.5,50,63,225,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,262
HG,315B0,0.606,1.012,996,420,288,3.5,0,72,315,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,236
HG,315C0,0.606,1.012,996,420,288,3.5,0,69,315,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,239
HG,315D0,0.606,1.012,996,420,288,3.5,0,45,315,0.2245,0.4379,0.8505,0.86,0.2595,0.2397,0.521,0.1243,0.652,0.6498,0.5628,15,226
